school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,passed,attendance_pct,attendance_zone,grade_progress,department,core_subject,semester,admission_type,hostel_status,backlog_count,guardian_call_required,risk_segment
GP,F,16,U,LE3,T,4,4,health,health,other,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,5,4,5,1,1,4,2,15,15,14,1,98,Eligible,0,ECE,Food Processing,Sem 4,Entrance,Day Scholar,0,No,Low Risk
GP,M,15,U,LE3,A,4,4,teacher,teacher,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5,5,3,1,1,4,4,13,14,14,1,96,Eligible,1,CSE,Machine Learning,Sem 5,Entrance,Hosteller,0,No,Low Risk
GP,F,16,R,GT3,T,3,3,services,other,reputation,father,1,3,0,yes,yes,no,yes,yes,yes,yes,no,4,1,2,1,1,2,4,11,11,11,1,96,Eligible,0,ECE,Data Structures,Sem 6,Entrance,Hosteller,0,No,Low Risk
GP,F,16,U,GT3,T,2,2,at_home,other,home,mother,1,2,1,yes,no,no,yes,yes,yes,yes,no,3,1,2,1,1,5,12,8,10,10,1,88,Eligible,2,ME,Programming,Sem 5,Entrance,Day Scholar,1,Yes,Low Risk
GP,M,15,U,LE3,T,4,2,teacher,other,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,3,5,2,1,1,3,10,18,17,18,1,90,Eligible,-1,ECE,Machine Learning,Sem 3,Merit,Day Scholar,0,No,Low Risk
GP,M,15,R,GT3,T,2,1,health,services,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,4,2,1,1,5,4,10,9,10,1,96,Eligible,-1,CSE,Food Processing,Sem 5,Management,Day Scholar,0,Yes,Low Risk
GP,M,16,U,GT3,T,4,4,teacher,teacher,course,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,2,5,6,16,14,14,1,94,Eligible,-2,ME,Machine Learning,Sem 6,Merit,Day Scholar,0,No,Low Risk
GP,M,15,U,GT3,T,4,4,other,teacher,reputation,father,2,2,0,no,yes,no,yes,yes,yes,no,no,4,4,3,1,1,2,4,16,15,16,1,96,Eligible,-1,Food Tech,Food Processing,Sem 2,Entrance,Hosteller,0,No,Low Risk
GP,M,16,U,GT3,T,3,3,other,services,home,father,2,1,0,no,no,no,yes,yes,yes,yes,no,5,4,2,1,1,5,6,14,14,15,1,94,Eligible,0,AI & ML,Food Processing,Sem 3,Lateral Entry,Hosteller,0,No,Low Risk
GP,M,17,R,GT3,T,1,3,other,other,course,father,3,2,1,no,yes,no,yes,yes,yes,yes,no,5,2,4,1,4,5,14,12,11,11,1,86,Eligible,-1,AI & ML,Electronics,Sem 2,Lateral Entry,Hosteller,1,Yes,Low Risk
GP,M,15,U,GT3,T,3,4,other,other,reputation,father,1,1,0,no,no,no,no,yes,yes,yes,no,3,4,3,1,2,4,2,14,13,14,1,98,Eligible,-1,CSDS,Thermodynamics,Sem 1,Entrance,Day Scholar,0,No,Low Risk
GP,F,15,U,GT3,T,1,2,at_home,services,course,mother,1,2,0,no,no,no,no,no,yes,yes,no,3,2,3,1,2,1,0,14,14,14,1,100,Eligible,0,Food Tech,Programming,Sem 2,Entrance,Hosteller,0,No,Low Risk
GP,M,15,U,GT3,T,2,2,services,services,home,father,1,4,0,no,yes,no,yes,yes,yes,yes,no,5,5,4,1,2,5,6,14,13,13,1,94,Eligible,-1,Food Tech,Machine Learning,Sem 1,Lateral Entry,Day Scholar,0,No,Low Risk
GP,F,16,U,LE3,T,2,4,other,health,course,father,2,2,0,no,yes,no,yes,yes,yes,yes,yes,4,2,2,1,2,5,2,14,12,13,1,98,Eligible,-2,ECE,Operating Systems,Sem 1,Merit,Hosteller,0,No,Low Risk
GP,M,16,U,GT3,T,4,4,health,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,3,4,4,1,4,5,4,12,13,13,1,96,Eligible,1,AI & ML,Programming,Sem 2,Merit,Day Scholar,0,No,Low Risk
GP,F,16,U,GT3,T,2,2,other,other,home,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,5,4,4,1,1,5,0,12,11,11,1,100,Eligible,-1,CSE,Thermodynamics,Sem 3,Entrance,Day Scholar,0,No,Low Risk
GP,M,15,U,GT3,T,3,4,services,services,home,father,1,1,0,yes,no,no,no,yes,yes,yes,no,5,5,5,3,2,5,2,9,9,9,0,98,Eligible,0,EE,Programming,Sem 6,Merit,Hosteller,0,Yes,High Risk
GP,F,15,U,LE3,A,3,4,other,other,home,mother,1,2,0,yes,no,no,yes,yes,yes,yes,yes,5,3,2,1,1,1,0,10,11,11,1,100,Eligible,1,EE,DBMS,Sem 5,Lateral Entry,Day Scholar,0,No,Low Risk
GP,F,19,U,GT3,T,0,1,at_home,other,course,other,1,2,2,no,yes,no,no,no,no,no,no,3,4,2,1,1,5,0,9,10,11,1,100,Eligible,1,ME,Operating Systems,Sem 5,Merit,Day Scholar,2,Yes,Low Risk
GP,M,16,R,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,3,5,5,2,5,4,8,14,14,15,1,92,Eligible,0,AI & ML,Thermodynamics,Sem 6,Entrance,Hosteller,0,No,Low Risk
GP,M,16,U,GT3,T,2,3,other,other,course,mother,2,3,0,no,yes,no,no,no,yes,yes,yes,3,2,3,2,2,1,4,13,12,13,1,96,Eligible,-1,AI & ML,Electronics,Sem 1,Lateral Entry,Day Scholar,0,No,Low Risk
GP,F,15,R,GT3,T,3,4,services,teacher,course,father,2,3,0,no,yes,no,no,yes,yes,yes,yes,4,2,2,2,2,5,0,10,11,12,1,100,Eligible,1,EE,Machine Learning,Sem 1,Merit,Day Scholar,0,No,Low Risk
GP,F,18,U,GT3,T,2,1,services,other,reputation,mother,1,2,3,no,yes,no,yes,yes,no,yes,yes,5,4,5,1,3,5,10,10,9,8,0,90,Eligible,-1,AI & ML,Mechanics,Sem 3,Management,Day Scholar,3,Yes,High Risk
GP,F,17,U,LE3,A,2,1,other,other,course,mother,3,1,0,no,yes,no,no,yes,yes,yes,no,3,2,2,1,2,5,8,11,10,11,1,92,Eligible,-1,ECE,Thermodynamics,Sem 4,Lateral Entry,Hosteller,0,No,Low Risk
GP,F,15,U,GT3,T,1,1,at_home,other,course,mother,3,1,0,no,yes,no,yes,no,yes,yes,yes,4,3,3,1,2,4,6,11,12,13,1,94,Eligible,1,Civil,Data Structures,Sem 2,Lateral Entry,Hosteller,0,No,Low Risk
GP,F,17,U,LE3,T,2,2,other,other,course,father,1,1,0,no,yes,no,no,yes,yes,yes,yes,3,4,4,1,3,5,2,13,12,12,1,98,Eligible,-1,IT,Machine Learning,Sem 1,Management,Day Scholar,0,No,Low Risk
GP,F,16,U,GT3,A,3,4,services,other,course,father,1,1,0,no,no,no,no,yes,yes,yes,no,3,2,1,1,4,5,12,15,13,14,1,88,Eligible,-2,Food Tech,Thermodynamics,Sem 5,Management,Hosteller,0,No,Low Risk
GP,M,16,U,GT3,T,2,1,at_home,other,course,mother,4,1,0,no,no,no,no,yes,yes,no,no,3,2,1,1,1,2,4,9,9,11,1,96,Eligible,0,CSDS,DBMS,Sem 3,Lateral Entry,Day Scholar,0,Yes,Low Risk
GP,F,16,U,GT3,A,2,2,other,other,home,mother,1,1,1,no,no,no,no,yes,yes,no,no,5,3,4,1,1,5,12,13,11,11,1,88,Eligible,-2,ME,Mechanics,Sem 2,Management,Day Scholar,1,Yes,Low Risk
GP,M,15,R,GT3,T,3,4,at_home,teacher,course,mother,4,2,0,no,yes,no,no,yes,yes,no,yes,5,3,3,1,1,5,2,12,11,11,1,98,Eligible,-1,Civil,DBMS,Sem 3,Entrance,Day Scholar,0,No,Low Risk
GP,F,15,U,GT3,T,4,4,services,at_home,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,1,5,4,13,14,15,1,96,Eligible,1,EE,Mechanics,Sem 2,Entrance,Day Scholar,0,No,Low Risk
GP,M,17,R,GT3,T,3,4,at_home,other,course,mother,3,2,0,no,no,no,no,yes,yes,no,no,5,4,5,2,4,5,2,10,9,10,1,98,Eligible,-1,Food Tech,Data Structures,Sem 2,Entrance,Day Scholar,0,Yes,Low Risk
GP,F,16,R,GT3,T,1,1,at_home,other,course,mother,4,2,0,no,yes,no,no,yes,yes,no,no,5,1,3,1,1,3,0,14,13,13,1,100,Eligible,-1,AI & ML,Machine Learning,Sem 6,Lateral Entry,Hosteller,0,No,Low Risk
GP,M,18,U,LE3,T,3,1,services,services,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,yes,3,3,4,4,5,4,2,11,11,12,1,98,Eligible,0,CSDS,Electronics,Sem 1,Management,Day Scholar,0,No,Low Risk
GP,F,18,U,GT3,A,3,2,other,services,course,other,1,3,0,no,yes,no,yes,no,yes,yes,yes,4,3,3,5,1,5,10,12,11,11,1,90,Eligible,-1,AI & ML,DBMS,Sem 3,Management,Hosteller,0,No,Low Risk
GP,F,16,R,GT3,T,1,1,other,services,reputation,mother,2,1,0,no,yes,no,yes,yes,yes,no,yes,3,3,3,1,2,1,8,12,11,11,1,92,Eligible,-1,CSE,DBMS,Sem 3,Merit,Hosteller,0,No,Low Risk
GP,F,16,U,GT3,A,3,3,other,other,course,other,2,1,0,no,yes,no,yes,no,yes,yes,yes,4,3,2,1,1,5,4,9,9,10,1,96,Eligible,0,CSE,Food Processing,Sem 6,Merit,Day Scholar,0,Yes,Low Risk
GP,M,16,U,LE3,T,1,1,services,other,course,mother,1,2,2,no,no,no,no,yes,yes,no,yes,4,4,4,1,3,5,0,10,10,10,1,100,Eligible,0,CSDS,Mechanics,Sem 5,Management,Day Scholar,2,Yes,Low Risk
GP,F,15,U,GT3,T,4,4,teacher,teacher,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,4,3,2,1,1,5,6,13,14,14,1,94,Eligible,1,CSDS,Mathematics,Sem 5,Management,Hosteller,0,No,Low Risk
GP,F,15,R,GT3,T,1,1,other,other,course,mother,3,1,1,no,no,no,yes,yes,yes,yes,yes,5,5,5,1,1,1,2,8,9,9,0,98,Eligible,1,EE,Machine Learning,Sem 1,Management,Hosteller,1,Yes,High Risk
GP,M,15,U,GT3,T,4,3,teacher,services,course,father,2,4,0,yes,yes,no,no,yes,yes,yes,no,2,2,2,1,1,3,6,9,11,11,1,94,Eligible,2,CSDS,Mechanics,Sem 1,Lateral Entry,Hosteller,0,No,Low Risk
GP,F,15,U,GT3,A,3,3,services,services,home,mother,1,2,0,no,no,no,no,no,yes,no,yes,1,3,2,2,3,1,24,9,8,9,0,76,Eligible,-1,ECE,Food Processing,Sem 4,Management,Day Scholar,0,Yes,High Risk
GP,M,16,U,GT3,T,4,4,services,services,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,3,5,0,15,13,13,1,100,Eligible,-2,AI & ML,Programming,Sem 6,Merit,Hosteller,0,No,Low Risk
GP,M,16,U,LE3,T,2,2,services,services,reputation,father,2,1,0,no,yes,no,yes,yes,yes,yes,no,2,3,3,2,2,2,4,12,11,11,1,96,Eligible,-1,Civil,Mechanics,Sem 5,Lateral Entry,Day Scholar,0,No,Low Risk
GP,F,15,U,GT3,T,4,4,teacher,services,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,2,2,1,1,5,2,13,13,13,1,98,Eligible,0,CSBS,Electronics,Sem 2,Management,Day Scholar,0,No,Low Risk
GP,F,16,U,LE3,T,1,1,at_home,at_home,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,3,4,4,3,3,1,4,10,11,11,1,96,Eligible,1,CSDS,Machine Learning,Sem 3,Merit,Day Scholar,0,No,Low Risk
GP,M,17,U,GT3,T,2,1,other,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,4,5,1,2,5,22,9,7,6,0,78,Eligible,-2,ME,Food Processing,Sem 1,Lateral Entry,Hosteller,0,Yes,High Risk
GP,F,15,U,GT3,T,1,1,other,services,course,father,1,2,0,no,yes,no,no,yes,yes,yes,no,4,4,2,1,2,5,0,12,12,12,1,100,Eligible,0,CSE,Programming,Sem 3,Management,Day Scholar,0,No,Low Risk
GP,F,15,U,LE3,A,2,1,at_home,other,home,mother,2,1,0,no,yes,no,yes,yes,no,yes,yes,4,4,2,1,1,5,0,11,10,10,1,100,Eligible,-1,ECE,Operating Systems,Sem 3,Management,Day Scholar,0,No,Low Risk
GP,F,15,U,GT3,T,3,2,health,services,home,father,1,2,1,no,yes,no,no,yes,yes,yes,no,3,3,2,1,1,3,2,11,11,11,1,98,Eligible,0,Food Tech,Food Processing,Sem 4,Management,Day Scholar,1,Yes,Low Risk
GP,F,15,U,GT3,T,1,2,at_home,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,4,3,2,1,1,5,6,13,12,13,1,94,Eligible,-1,CSBS,Operating Systems,Sem 5,Lateral Entry,Day Scholar,0,No,Low Risk
GP,F,15,U,GT3,T,1,2,at_home,services,course,father,1,2,0,no,no,no,no,no,yes,no,yes,2,3,4,2,4,1,6,11,11,11,1,94,Eligible,0,Civil,Machine Learning,Sem 1,Merit,Day Scholar,0,No,Low Risk
GP,M,16,U,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,yes,no,no,yes,no,yes,yes,3,3,2,2,1,5,16,9,9,8,0,84,Eligible,0,CSBS,DBMS,Sem 3,Merit,Hosteller,0,Yes,High Risk
GP,M,15,U,LE3,A,2,1,services,other,course,mother,4,1,0,no,no,no,no,yes,yes,yes,no,4,5,5,2,5,5,0,12,11,11,1,100,Eligible,-1,CSDS,Food Processing,Sem 1,Entrance,Day Scholar,0,No,Low Risk
GP,M,18,U,LE3,T,1,1,other,other,course,mother,1,1,2,no,no,no,no,yes,no,yes,yes,2,3,5,2,5,4,0,11,9,0,0,100,Eligible,-2,EE,Data Structures,Sem 2,Management,Day Scholar,2,Yes,High Risk
GP,M,16,U,LE3,T,2,1,at_home,other,course,mother,1,1,1,no,no,no,yes,yes,yes,no,yes,4,4,4,3,5,5,6,9,10,10,1,94,Eligible,1,CSE,Operating Systems,Sem 4,Entrance,Hosteller,1,Yes,Low Risk
GP,F,15,R,GT3,T,3,3,services,services,reputation,other,2,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,2,1,2,3,3,2,13,13,13,1,98,Eligible,0,CSE,Electronics,Sem 2,Entrance,Day Scholar,0,No,Low Risk
GP,M,19,U,GT3,T,3,2,services,at_home,home,mother,1,1,0,no,yes,no,no,yes,no,yes,yes,4,5,4,1,1,4,6,11,9,11,1,94,Eligible,-2,Food Tech,Data Structures,Sem 1,Merit,Hosteller,0,Yes,Low Risk
GP,F,17,U,GT3,T,4,4,other,teacher,course,mother,1,1,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,1,1,4,0,13,13,13,1,100,Eligible,0,EE,Thermodynamics,Sem 1,Lateral Entry,Day Scholar,0,No,Low Risk
GP,M,15,R,GT3,T,2,3,at_home,services,course,mother,1,2,0,yes,no,yes,yes,yes,yes,no,no,4,4,4,1,1,1,0,7,8,8,0,100,Eligible,1,AI & ML,Thermodynamics,Sem 5,Lateral Entry,Hosteller,0,Yes,High Risk
GP,M,17,R,LE3,T,1,2,other,other,reputation,mother,1,1,3,no,no,no,no,yes,yes,no,no,2,2,2,3,3,5,14,9,8,10,1,86,Eligible,-1,IT,Programming,Sem 3,Merit,Hosteller,3,Yes,Low Risk
GP,F,18,R,GT3,T,1,1,at_home,other,course,mother,3,1,3,no,yes,no,yes,no,yes,no,no,5,2,5,1,5,4,6,11,10,11,1,94,Eligible,-1,ECE,DBMS,Sem 3,Lateral Entry,Day Scholar,3,Yes,Low Risk
GP,M,16,R,GT3,T,2,2,at_home,other,course,mother,3,1,0,no,no,no,no,no,yes,no,no,4,2,2,1,2,3,4,12,10,11,1,96,Eligible,-2,CSE,Machine Learning,Sem 2,Entrance,Day Scholar,0,No,Low Risk
GP,M,16,U,GT3,T,3,3,other,services,course,father,1,2,1,no,yes,no,no,yes,yes,yes,yes,4,5,5,4,4,5,0,10,10,1,0,100,Eligible,0,ME,Food Processing,Sem 4,Management,Day Scholar,1,Yes,High Risk
GP,M,16,U,LE3,T,1,2,health,services,course,mother,2,1,2,no,no,no,no,no,yes,yes,no,4,4,5,3,5,5,0,9,8,10,1,100,Eligible,-1,CSE,Mathematics,Sem 6,Merit,Hosteller,2,Yes,Low Risk
GP,M,17,R,LE3,T,2,1,at_home,other,course,mother,2,1,1,no,no,yes,yes,yes,no,yes,yes,3,3,2,2,2,5,8,8,8,9,0,92,Eligible,0,CSBS,Electronics,Sem 3,Management,Hosteller,1,Yes,High Risk
GP,M,17,R,GT3,T,3,2,other,other,course,mother,2,2,2,yes,yes,no,no,yes,yes,yes,yes,4,4,4,1,4,3,4,7,6,8,0,96,Eligible,-1,CSE,Operating Systems,Sem 5,Lateral Entry,Hosteller,2,Yes,High Risk
GP,M,15,U,LE3,T,1,2,other,other,course,mother,2,1,0,no,no,no,yes,yes,yes,no,no,4,4,4,2,4,5,2,8,9,10,1,98,Eligible,1,CSE,Machine Learning,Sem 2,Management,Day Scholar,0,Yes,Low Risk
GP,M,16,U,GT3,T,1,3,at_home,services,course,father,1,1,1,no,no,no,no,yes,no,yes,no,5,3,3,1,4,2,2,9,8,8,0,98,Eligible,-1,IT,Data Structures,Sem 2,Lateral Entry,Hosteller,1,Yes,High Risk
GP,M,17,R,LE3,T,1,1,other,services,course,mother,4,2,0,no,no,no,yes,yes,no,no,yes,5,3,5,1,5,5,0,8,8,8,0,100,Eligible,0,IT,Thermodynamics,Sem 6,Lateral Entry,Hosteller,0,Yes,High Risk
GP,M,17,U,GT3,T,3,2,services,services,course,mother,2,1,3,no,yes,no,yes,no,no,no,no,4,5,2,1,1,2,10,8,7,8,0,90,Eligible,-1,Civil,Electronics,Sem 5,Entrance,Day Scholar,3,Yes,High Risk
GP,M,16,U,GT3,T,2,2,other,other,course,father,1,2,0,no,no,no,no,yes,no,yes,no,4,3,5,2,4,4,0,9,10,11,1,100,Eligible,1,AI & ML,Mathematics,Sem 4,Lateral Entry,Hosteller,0,No,Low Risk
GP,F,16,U,GT3,T,4,2,health,services,home,father,1,2,0,no,no,no,no,yes,yes,yes,yes,4,2,3,1,1,3,0,17,17,18,1,100,Eligible,0,ME,Food Processing,Sem 5,Entrance,Hosteller,0,No,Low Risk
GP,F,16,U,GT3,T,2,2,other,other,home,mother,1,2,0,no,yes,no,no,no,yes,yes,no,5,1,5,1,1,4,0,12,12,13,1,100,Eligible,0,CSE,Programming,Sem 4,Entrance,Day Scholar,0,No,Low Risk
GP,F,16,U,GT3,T,4,4,health,health,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,4,2,1,1,3,0,16,16,17,1,100,Eligible,0,CSE,Mathematics,Sem 5,Entrance,Hosteller,0,No,Low Risk
GP,M,16,U,GT3,T,3,4,other,other,course,father,3,1,1,no,yes,no,yes,no,yes,yes,no,3,4,5,2,4,2,4,9,9,10,1,96,Eligible,0,ECE,Electronics,Sem 5,Merit,Day Scholar,1,Yes,Low Risk
GP,M,16,U,GT3,T,1,0,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,1,3,0,16,17,18,1,100,Eligible,1,IT,Mathematics,Sem 1,Merit,Day Scholar,0,No,Low Risk
GP,M,17,U,LE3,T,4,4,teacher,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,3,5,0,11,9,10,1,100,Eligible,-2,ME,Electronics,Sem 2,Lateral Entry,Day Scholar,0,Yes,Low Risk
GP,F,16,U,GT3,T,1,3,at_home,services,home,mother,1,2,0,no,no,no,yes,no,yes,yes,yes,4,3,5,1,1,3,0,14,13,13,1,100,Eligible,-1,Food Tech,Electronics,Sem 5,Entrance,Day Scholar,0,No,Low Risk
GP,F,16,U,LE3,T,3,3,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,5,1,1,4,0,14,14,15,1,100,Eligible,0,Civil,Mechanics,Sem 6,Merit,Day Scholar,0,No,Low Risk
GP,M,17,U,LE3,T,4,3,teacher,other,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,no,4,4,4,4,4,4,0,10,11,11,1,100,Eligible,1,AI & ML,Operating Systems,Sem 5,Entrance,Hosteller,0,No,Low Risk
GP,F,16,U,GT3,T,2,2,services,other,reputation,mother,2,2,0,no,no,no,yes,no,yes,yes,no,3,4,4,1,4,5,0,13,12,14,1,100,Eligible,-1,EE,Thermodynamics,Sem 3,Management,Hosteller,0,No,Low Risk
GP,M,17,U,GT3,T,3,3,other,other,reputation,father,1,2,0,no,no,no,yes,no,yes,yes,no,4,3,4,1,4,4,4,11,9,10,1,96,Eligible,-2,AI & ML,Mechanics,Sem 2,Management,Day Scholar,0,Yes,Low Risk
GP,M,16,R,GT3,T,4,2,teacher,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,3,4,3,8,10,9,11,1,92,Eligible,-1,CSBS,Food Processing,Sem 3,Management,Day Scholar,0,Yes,Low Risk
GP,M,17,U,GT3,T,4,3,other,other,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,5,2,3,1,1,2,4,11,11,13,1,96,Eligible,0,CSE,Mechanics,Sem 2,Lateral Entry,Hosteller,0,No,Low Risk
GP,M,16,U,GT3,T,4,3,teacher,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,3,4,3,2,3,3,4,11,10,11,1,96,Eligible,-1,Civil,DBMS,Sem 3,Entrance,Day Scholar,0,No,Low Risk
GP,M,16,U,GT3,T,3,3,services,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,2,3,1,2,3,0,11,12,13,1,100,Eligible,1,CSBS,DBMS,Sem 5,Management,Day Scholar,0,No,Low Risk
GP,F,17,U,GT3,T,2,4,services,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,no,no,5,4,2,2,3,5,0,17,18,17,1,100,Eligible,1,ME,Thermodynamics,Sem 5,Merit,Day Scholar,0,No,Low Risk
GP,F,17,U,LE3,T,3,3,other,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,3,3,2,3,1,32,14,13,14,1,68,Second Chance,-1,EE,Mathematics,Sem 1,Management,Hosteller,0,Yes,Medium Risk
GP,F,16,U,GT3,T,3,2,other,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,1,2,2,1,2,1,8,14,15,16,1,92,Eligible,1,IT,Operating Systems,Sem 6,Management,Hosteller,0,No,Low Risk
GP,M,17,U,GT3,T,3,3,services,services,other,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,2,3,4,6,11,13,14,1,94,Eligible,2,Civil,Thermodynamics,Sem 3,Management,Day Scholar,0,No,Low Risk
GP,M,16,U,GT3,T,1,2,services,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,3,3,3,1,2,3,0,10,9,11,1,100,Eligible,-1,Civil,Electronics,Sem 4,Lateral Entry,Day Scholar,0,Yes,Low Risk
GP,M,16,U,LE3,T,2,1,other,other,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,2,3,1,2,5,0,13,14,16,1,100,Eligible,1,CSE,Data Structures,Sem 1,Merit,Hosteller,0,No,Low Risk
GP,F,17,U,GT3,A,3,3,health,other,reputation,mother,1,2,0,no,yes,no,no,no,yes,yes,yes,3,3,3,1,3,3,10,12,13,14,1,90,Eligible,1,CSDS,Operating Systems,Sem 3,Entrance,Hosteller,0,No,Low Risk
GP,M,17,R,GT3,T,1,2,at_home,other,home,mother,1,2,0,no,no,no,no,yes,yes,no,no,3,1,3,1,5,3,6,9,9,10,1,94,Eligible,0,Civil,Operating Systems,Sem 3,Merit,Day Scholar,0,Yes,Low Risk
GP,F,16,U,GT3,T,2,3,services,services,course,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,2,6,12,12,13,1,94,Eligible,0,ECE,Electronics,Sem 1,Entrance,Day Scholar,0,No,Low Risk
GP,F,17,U,GT3,T,1,1,at_home,services,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,1,3,0,12,11,12,1,100,Eligible,-1,EE,Electronics,Sem 5,Lateral Entry,Hosteller,0,No,Low Risk
GP,M,17,U,GT3,T,1,2,at_home,services,other,other,2,2,0,no,no,no,yes,no,yes,yes,no,4,4,4,4,5,5,16,10,11,12,1,84,Eligible,1,EE,Programming,Sem 3,Lateral Entry,Hosteller,0,No,Low Risk
GP,M,16,R,GT3,T,3,3,services,services,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,3,4,5,0,11,10,10,1,100,Eligible,-1,ECE,Thermodynamics,Sem 5,Lateral Entry,Hosteller,0,No,Low Risk
GP,M,16,U,GT3,T,2,3,other,other,home,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,3,3,1,1,3,0,13,12,12,1,100,Eligible,-1,Food Tech,Electronics,Sem 1,Lateral Entry,Day Scholar,0,No,Low Risk
GP,F,17,U,LE3,T,2,4,services,services,course,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,2,1,1,5,8,14,15,16,1,92,Eligible,1,ECE,DBMS,Sem 5,Entrance,Hosteller,0,No,Low Risk
GP,M,17,U,GT3,T,4,4,services,teacher,home,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5,2,3,1,2,5,4,13,13,14,1,96,Eligible,0,ECE,Food Processing,Sem 2,Management,Day Scholar,0,No,Low Risk
GP,M,16,R,LE3,T,3,3,teacher,other,home,father,3,1,0,no,yes,no,yes,yes,yes,yes,no,3,3,4,3,5,3,16,10,11,12,1,84,Eligible,1,EE,Data Structures,Sem 4,Entrance,Hosteller,0,No,Low Risk
GP,F,17,U,GT3,T,4,4,services,teacher,home,mother,2,1,1,no,yes,no,no,yes,yes,yes,no,4,2,4,2,3,2,30,14,15,16,1,70,Second Chance,1,AI & ML,Thermodynamics,Sem 3,Merit,Hosteller,1,Yes,Medium Risk
GP,F,16,U,LE3,T,4,4,teacher,teacher,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,5,2,1,2,3,0,11,10,11,1,100,Eligible,-1,EE,Machine Learning,Sem 6,Lateral Entry,Hosteller,0,No,Low Risk
GP,F,16,U,GT3,T,4,3,health,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,1,5,2,2,14,14,15,1,98,Eligible,0,CSDS,DBMS,Sem 4,Lateral Entry,Hosteller,0,No,Low Risk
GP,F,16,U,GT3,T,2,3,other,other,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,no,no,4,4,3,1,3,4,4,11,12,12,1,96,Eligible,1,CSE,Mathematics,Sem 5,Merit,Day Scholar,0,No,Low Risk
GP,F,17,U,GT3,T,1,1,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,no,no,4,4,4,1,3,1,0,14,15,15,1,100,Eligible,1,CSBS,Electronics,Sem 3,Entrance,Day Scholar,0,No,Low Risk
GP,F,17,R,GT3,T,2,2,other,other,reputation,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,3,2,1,2,3,21,13,13,13,1,79,Eligible,0,AI & ML,Machine Learning,Sem 5,Management,Hosteller,0,No,Low Risk
GP,F,16,R,GT3,T,2,2,services,services,reputation,mother,2,4,0,no,yes,no,yes,no,yes,yes,no,5,3,5,1,1,5,6,13,13,13,1,94,Eligible,0,IT,Electronics,Sem 2,Management,Day Scholar,0,No,Low Risk
